System,Issue URL,Symptom Category,Symptom Sub-Category,Symptom Stage,Root Cause Category,Root Cause Sub-Category,Root Cause Stage,Stage Gap,Fix Cost,Has PR,Fix Pattern,PR URL
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8189,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.2: Query transformation failure,S2: Query Transformation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S2: Query Transformation,0,19.66 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/8190
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8143,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S5: Generation,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,5,21.62 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8134,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S3: Retrieval,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S1: Indexing,2,2.16 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8109,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S1: Indexing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S1: Indexing,0,68.89 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/8133
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8097,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,7.3 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/8106
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8059,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,1,13.69 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/8069
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8057,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,12.11 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/8058
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8033,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S5: Generation,0,11.3 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/8037
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8025,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S1: Indexing,1,0.14 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7980,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.3: Embedding Model,S1: Indexing,0,92.84 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/8013
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7952,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,1,1.77 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7908,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S3: Retrieval,0,21.23 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/7933
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7897,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S5: Generation,0,48.47 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7879,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,1,22.02 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/7899
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7868,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B2: Component coordination mistake,S1: Indexing,0,1.44 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7830,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S5: Generation,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S5: Generation,0,43.45 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/7842
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7824,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,142.15 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/7941
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7803,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.4: Post-retrieval processing failure,S4: Post-Retrieval Processing,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S0: Initialization,4,17.43 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7791,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S5: Generation,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S5: Generation,0,291.37 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/8016
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7790,SP-B: Behavior Faults,SP-B1: Low-quality result,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,26.99 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/7806
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7725,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S3: Retrieval,0,31.29 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/7772
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7702,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S3: Retrieval,2,0 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7667,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S1: Indexing,RC-B: User Misconfigurations,RC-B4: Documentation-induced misconfiguration,S0: Initialization,1,671.82 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7644,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S0: Initialization,0,144.7 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7592,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S3: Retrieval,0,14.35 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/7595
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7567,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,1,57.77 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/7575
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7556,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S3: Retrieval,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S3: Retrieval,0,0.49 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7542,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S0: Initialization,0,1160.84 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7518,SP-B: Behavior Faults,SP-B2: Inefficient performance,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,43.65 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/7560
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7466,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S1: Indexing,0,26.8 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/7477
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7449,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S1: Indexing,RC-A: Configuration Bugs,RC-A5: Resource provisioning and orchestration bug,S0: Initialization,1,2.23 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7428,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S0: Initialization,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S0: Initialization,0,1.67 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7412,SP-B: Behavior Faults,SP-B2: Inefficient performance,S2: Query Transformation,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,2,160.6 hours,Yes,FP6: Lifecycle and resource scheduling,https://github.com/infiniflow/ragflow/pull/7443
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7387,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A5: Resource provisioning and orchestration bug,S1: Indexing,0,0.49 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7371,SP-B: Behavior Faults,SP-B1: Low-quality result,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,6.07 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7347,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,23.63 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/7354
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7321,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,48.79 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/7329
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7282,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.2: Query transformation failure,S2: Query Transformation,RC-B: User Misconfigurations,RC-B4: Documentation-induced misconfiguration,S2: Query Transformation,0,327.61 hours,Yes,FP5: Environment and documentation maintenance,https://github.com/infiniflow/ragflow/pull/7507
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7277,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,16.7 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/7281
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7249,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,8.93 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/7251
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7237,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S3: Retrieval,0,21.28 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7198,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,1,0.36 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/7199
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7184,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S3: Retrieval,0,25.82 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/7220
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7153,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,0,1.07 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7095,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,656.28 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7019,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S1: Indexing,RC-B: User Misconfigurations,RC-B4: Documentation-induced misconfiguration,S1: Indexing,0,14.88 hours,Yes,FP5: Environment and documentation maintenance,https://github.com/infiniflow/ragflow/pull/7042
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6945,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S1: Indexing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,1,0.03 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6931,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,5,0 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/6909
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6862,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S4: Post-Retrieval Processing,4,37.14 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6835,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,1,2.99 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/6836
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6803,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S1: Indexing,0,145.71 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/6909
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6786,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,1,95.33 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/6836
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6784,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,97.03 hours,Yes,FP3: Checking and robustness,https://github.com/infiniflow/ragflow/pull/6839
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6752,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S3: Retrieval,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S0: Initialization,3,3.65 hours,Yes,FP1: Data interaction and mapping,https://github.com/infiniflow/ragflow/pull/6753
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6741,SP-B: Behavior Faults,SP-B1: Low-quality result,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S4: Post-Retrieval Processing,0,218.46 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/6932
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6685,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,1059.54 hours,No,N/A,N/A
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6653,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,70.17 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/6691
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6624,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S1: Indexing,0,11.27 hours,Yes,FP2: Component logic and algorithm,https://github.com/infiniflow/ragflow/pull/6651
